ticker,company,sector,revenue_usd,cogs_usd,energy_cost_usd,scope1_tco2e,measured_intensity_tco2e_per_usd_mm,grid_intensity_kgco2e_per_mwh,carbon_intensity_score,energy_mix_score,resource_waste_score,input_efficiency_score,n_indicators_available,environmental_score
A,Agilent Technologies,Health Care,6948000000.0,3305000000.0,,,,178.4824,,82.45614035087719,,27.6595744680851,2,52.56710441480878
AAPL,Apple Inc.,Information Technology,416161000000.0,220960000000.0,,,,178.4824,,49.27536231884058,,35.38461538461538,2,44.31438127090301
ABBV,AbbVie,Health Care,61160000000.0,18204000000.0,,99777.8,1.6314224983649444,213.9618,80.0,57.89473684210527,,65.95744680851064,3,70.26091825307951
ABNB,Airbnb,Consumer Discretionary,12241000000.0,2086000000.0,,,,178.4824,,75.0,,96.875,2,90.31451241950323
ABT,Abbott Laboratories,Health Care,44328000000.0,19319000000.0,,134386.9,3.0316481682006855,213.9618,30.000000000000004,57.89473684210527,,31.914893617021278,3,37.5481522956327
ACGL,Arch Capital Group,Financials,19929000000.0,,,,,,,,,,0,
ACN,Accenture,Information Technology,69672977000.0,47437576000.0,,,,,,,,10.769230769230765,1,10.769230769230765
ADBE,Adobe Inc.,Information Technology,23769000000.0,2551000000.0,,,,178.4824,,49.27536231884058,,96.92307692307692,2,66.29240324892498
ADI,Analog Devices,Information Technology,11019707000.0,4246229000.0,,117771.6,10.687362195746221,373.0301,40.0,2.898550724637683,,60.0,3,28.304347826086957
ADM,Archer Daniels Midland,Consumer Staples,80269000000.0,75236000000.0,,10585367.6,131.87366978534678,213.9618,0.0,61.76470588235294,,3.125,3,9.86133119476437
ADP,Automatic Data Processing,Industrials,20560900000.0,11097300000.0,,,,212.4217,,88.46153846153845,,75.92592592592592,2,79.34669756776836
ADSK,Autodesk,Information Technology,7206000000.0,650000000.0,,,,178.4824,,49.27536231884058,,98.46153846153847,2,66.84185379837554
AEE,Ameren,Utilities,8799000000.0,,,19790344.7,2249.1583929992044,655.0494,27.586206896551722,3.2258064516129004,,,2,18.886063880502142
AEP,American Electric Power,Utilities,21876000000.0,,,48971842.6,2238.6104680928875,482.5511,31.034482758620683,16.129032258064512,,,2,25.711107579850626
AES,AES Corporation,Utilities,12233000000.0,10022000000.0,,15564932.7,1272.372492438486,243.5116,55.172413793103445,67.74193548387098,,0.0,3,52.20383759733036
AFL,Aflac,Financials,17164000000.0,,,,,323.7885,,24.28571428571429,,,1,24.28571428571429
AIG,American International Group,Financials,26775000000.0,,,,,210.982,,60.0,,,1,60.0
AIZ,Assurant,Financials,12814300000.0,,,,,323.7885,,24.28571428571429,,,1,24.28571428571429
AJG,Arthur J. Gallagher & Co.,Financials,13942000000.0,22900000.0,,,,213.9618,,51.42857142857142,,90.0,2,67.95918367346937
AKAM,Akamai Technologies,Information Technology,4208175000.0,1727513000.0,,,,373.0301,,2.898550724637683,,56.92307692307692,2,22.19302436693741
ALB,Albemarle Corporation,Materials,5142733000.0,4474014000.0,,229671.7,44.65946414095385,283.0228,64.70588235294117,70.0,,13.636363636363635,3,50.87089381207028
ALGN,Align Technology,Health Care,4034964000.0,1323951000.0,,,,311.4764,,42.10526315789473,,55.319148936170215,2,49.312837218772266
ALL,Allstate,Financials,67685000000.0,,,,,213.9618,,51.42857142857142,,,1,51.42857142857142
ALLE,Allegion,Industrials,4067300000.0,2229000000.0,,,,,,,,74.07407407407408,1,74.07407407407408
AMAT,Applied Materials,Information Technology,28368000000.0,14560000000.0,,,,178.4824,,49.27536231884058,,38.46153846153846,2,45.41328236980411
AMCR,Amcor,Materials,15009000000.0,12175000000.0,,,,,,,,27.27272727272727,1,27.27272727272727
AMD,Advanced Micro Devices,Information Technology,34639000000.0,17487000000.0,,,,178.4824,,49.27536231884058,,41.53846153846153,2,46.5121834687052
AME,Ametek,Industrials,7401116000.0,4733677000.0,,,,292.9175,,57.692307692307686,,38.888888888888886,2,44.02004635165257
AMGN,Amgen,Health Care,36751000000.0,12037000000.0,,61780.4,1.6810535767734212,178.4824,70.0,82.45614035087719,,57.446808510638306,3,69.34807764091079
AMP,Ameriprise Financial,Financials,18911000000.0,,,,,339.0806,,21.42857142857143,,,1,21.42857142857143
AMT,American Tower,Real Estate,10644600000.0,,,,,373.0301,,16.666666666666664,,,1,16.666666666666664
AMZN,Amazon,Consumer Discretionary,716924000000.0,356414000000.0,,,,120.2561,,93.18181818181819,,62.5,2,71.7017228401773
ANET,Arista Networks,Information Technology,9005700000.0,3237000000.0,,,,178.4824,,49.27536231884058,,63.07692307692307,2,54.2044911610129
AON,Aon plc,Financials,17181000000.0,,,,,,,,,,0,
AOS,A. O. Smith,Industrials,3830200000.0,2342800000.0,,,,524.8046,,2.564102564102566,,55.55555555555556,2,41.09502088776701
APA,APA Corporation,Energy,,,,304822.8,,348.5027,,4.761904761904767,,,1,4.761904761904767
APD,Air Products,Materials,12037300000.0,8256000000.0,,,,292.9175,,60.0,,63.63636363636363,2,62.42424242424242
APH,Amphenol,Information Technology,23094700000.0,14577000000.0,,,,244.1532,,33.333333333333336,,21.53846153846154,2,29.12087912087912
APO,Apollo Global Management,Financials,32049000000.0,,,,,210.982,,60.0,,,1,60.0
APP,AppLovin,Communication Services,5480717000.0,665140000.0,,,,178.4824,,52.38095238095239,,75.0,2,60.45918367346939
APTV,Aptiv,Consumer Discretionary,20398000000.0,16500000000.0,,,,,,,,6.25,1,6.25
ARE,Alexandria Real Estate Equities,Real Estate,3026556000.0,,,,,178.4824,,73.33333333333334,,,1,73.33333333333334
ARES,Ares Management,Financials,5601482000.0,,,1454174.1,259.60524375513484,178.4824,0.0,91.42857142857143,,,2,45.714285714285715
ATO,Atmos Energy,Utilities,4702755000.0,1452173000.0,,737121.0,156.742377606318,348.5027,79.3103448275862,32.25806451612904,,40.0,3,59.69271412680756
AVGO,Broadcom,Information Technology,63887000000.0,20593000000.0,,34457.1,0.5393444675755631,178.4824,90.0,49.27536231884058,,66.15384615384615,3,65.7123745819398
AVY,Avery Dennison,Materials,8855500000.0,6309200000.0,,,,482.5511,,19.999999999999996,,50.0,2,40.0
AWK,American Water Works,Utilities,5121000000.0,,,,,212.4217,,80.64516129032258,,,1,80.64516129032258
AXON,Axon Enterprise,Industrials,2779536000.0,1121411000.0,,,,311.4764,,51.28205128205128,,87.03703703703704,2,77.28006337678185
AXP,American Express,Financials,41304000000.0,,,,,210.982,,60.0,,,1,60.0
AZO,AutoZone,Consumer Discretionary,18938717000.0,8972243000.0,,,,298.1312,,43.18181818181818,,68.75,2,61.08189763318559
BA,Boeing,Industrials,89463000000.0,85174000000.0,,151144.8,1.6894671540189798,243.5116,73.33333333333334,71.7948717948718,,0.0,3,48.69642893395863
BAC,Bank of America,Financials,113097000000.0,,,,,283.0228,,38.57142857142857,,,1,38.57142857142857
BALL,Ball Corporation,Materials,13161000000.0,,,,,492.1572,,9.999999999999998,,,1,9.999999999999998
BAX,Baxter International,Health Care,11244000000.0,7865000000.0,,43203.8,3.8423870508715763,213.9618,9.999999999999998,57.89473684210527,,10.63829787234043,3,22.165173572228444
BBY,Best Buy,Consumer Discretionary,41691000000.0,32318000000.0,,,,339.0806,,31.818181818181824,,12.5,2,18.29367734381534
BDX,Becton Dickinson,Health Care,21840000000.0,11915000000.0,,,,212.4217,,64.91228070175438,,25.531914893617024,2,43.43208117004309
BEN,Franklin Resources,Financials,8770700000.0,,,,,178.4824,,91.42857142857143,,,1,91.42857142857143
BF.B,Brown–Forman,Consumer Staples,3928000000.0,1550000000.0,,90072.8,22.930957230142567,786.9867,30.76923076923077,0.0,,84.375,3,44.244141480508105
BG,Bunge Global,Consumer Staples,70329000000.0,66920000000.0,,,,655.0494,,2.941176470588236,,0.0,2,0.882082363764273
BIIB,Biogen,Health Care,9890600000.0,2404200000.0,,28268.2,2.858087476998362,373.0301,40.0,15.789473684210531,,80.85106382978724,3,46.2026875699888
BKNG,Booking Holdings,Consumer Discretionary,26917000000.0,,,,,244.1532,,56.81818181818181,,,1,56.81818181818181
BKR,Baker Hughes,Energy,27733000000.0,,,,,348.5027,,4.761904761904767,,,1,4.761904761904767
BLDR,Builders FirstSource,Industrials,15190638000.0,10574861000.0,,,,348.5027,,28.205128205128204,,24.07407407407407,2,25.201373819681244
BLK,BlackRock,Financials,24216000000.0,,,187749.9,7.753134291377601,210.982,37.5,60.0,,,2,48.75
BMY,Bristol Myers Squibb,Health Care,48194000000.0,13936000000.0,,95102.7,1.9733307050670208,210.982,50.0,73.6842105263158,,68.08510638297872,3,61.34658454647256
BNY,BNY Mellon,Financials,20080000000.0,,,,,210.982,,60.0,,,1,60.0
BR,Broadridge Financial Solutions,Industrials,6889100000.0,4752300000.0,,,,210.982,,91.02564102564102,,27.77777777777778,2,45.0371256070738
BRK.B,Berkshire Hathaway,Financials,371444000000.0,,,52955850.8,142.56752242599154,461.827,12.5,8.571428571428575,,,2,10.535714285714288
BRO,Brown & Brown,Financials,5902000000.0,,,,,356.816,,14.28571428571429,,,1,14.285714285714288
BSX,Boston Scientific,Health Care,20074000000.0,6221000000.0,,,,373.0301,,15.789473684210531,,61.702127659574465,2,40.832739488954495
BX,Blackstone Inc.,Financials,14450265000.0,,,23084.7,1.5975277962030456,210.982,62.5,60.0,,,2,61.25
BXP,"BXP, Inc.",Real Estate,3482279000.0,,,,,373.0301,,16.666666666666664,,,1,16.666666666666664
C,Citigroup,Financials,85225000000.0,,,,,210.982,,60.0,,,1,60.0
CAH,Cardinal Health,Health Care,222578000000.0,214410000000.0,,,,482.5511,,10.526315789473683,,4.255319148936165,2,7.105772167362309
CARR,Carrier Global,Industrials,21747000000.0,16505000000.0,,,,356.816,,24.35897435897436,,12.962962962962965,2,16.072755364637924
CASY,Casey's,Consumer Staples,17561101000.0,,,,,285.8481,,50.0,,,1,50.0
CAT,Caterpillar Inc.,Industrials,67589000000.0,49000000.0,,456901.7,6.760000887718416,348.5027,33.333333333333336,28.205128205128204,,98.14814814814815,3,54.29673842183739
CB,Chubb Limited,Financials,59402000000.0,,,,,,,,,,0,
CBOE,Cboe Global Markets,Financials,4714200000.0,2285100000.0,,,,213.9618,,51.42857142857142,,30.000000000000004,2,42.24489795918367
CBRE,CBRE Group,Real Estate,40550000000.0,32984000000.0,,,,348.5027,,30.000000000000004,,18.181818181818176,2,26.524064171122998
CCI,Crown Castle,Real Estate,4264000000.0,113000000.0,,,,348.5027,,30.000000000000004,,81.81818181818181,2,45.24064171122995
CCL,Carnival Corporation,Consumer Discretionary,26622000000.0,15638000000.0,,,,356.816,,15.909090909090907,,43.75,2,35.40028853391319
CDNS,Cadence Design Systems,Information Technology,5296759000.0,,,,,178.4824,,49.27536231884058,,,1,49.275362318840585
CDW,CDW Corporation,Information Technology,22424100000.0,17550700000.0,,,,213.9618,,39.13043478260869,,7.692307692307687,2,27.90253225035833
CEG,Constellation Energy,Utilities,25533000000.0,,,8941320.5,350.18683664277603,235.8781,72.41379310344827,74.19354838709677,,,2,73.0494199904656
CF,CF Industries,Materials,7084000000.0,4360000000.0,,20579424.2,2905.057058159232,213.9618,0.0,85.0,,77.27272727272727,3,34.22077922077922
CFG,Citizens Financial Group,Financials,8247000000.0,,,,,380.6256,,9.999999999999998,,,1,9.999999999999998
CHD,Church & Dwight,Consumer Staples,6203200000.0,3428400000.0,,,,212.4217,,70.58823529411764,,53.125,2,58.36236403485037
CHRW,C.H. Robinson,Industrials,16232763000.0,,,,,339.0806,,39.743589743589745,,,1,39.743589743589745
CHTR,Charter Communications,Communication Services,54774000000.0,,,,,244.1532,,14.28571428571429,,,1,14.28571428571429
CI,Cigna,Health Care,274900000000.0,214991000000.0,,,,244.1532,,56.14035087719298,,6.382978723404253,2,28.99996606603549
CIEN,Ciena,Information Technology,4769507000.0,2764590000.0,,,,235.8781,,37.68115942028986,,29.230769230769226,2,34.66316292403249
CINF,Cincinnati Financial,Financials,12631000000.0,,,,,482.5511,,2.857142857142858,,,1,2.857142857142858
CL,Colgate-Palmolive,Consumer Staples,20382000000.0,8131000000.0,,,,210.982,,76.47058823529412,,81.25,2,79.81661615888306
CLX,Clorox,Consumer Staples,7104000000.0,3891000000.0,,,,178.4824,,91.17647058823529,,56.25,2,66.72472806970075
CMCSA,Comcast,Communication Services,123707000000.0,,,,,292.9175,,9.523809523809524,,,1,9.523809523809524
CME,CME Group,Financials,6520600000.0,,,,,213.9618,,51.42857142857142,,,1,51.42857142857142
CMG,Chipotle Mexican Grill,Consumer Discretionary,11925601000.0,,,,,178.4824,,75.0,,,1,74.99999999999999
CMI,Cummins,Industrials,33670000000.0,25154000000.0,,,,660.9703,,0.0,,18.518518518518523,2,13.465105865796714
CMS,CMS Energy,Utilities,8539000000.0,,657000000.0,16989121.6,1989.5914744115237,359.7763,34.48275862068966,22.580645161290324,,33.333333333333336,3,30.619670003707828
CNC,Centene Corporation,Health Care,194777000000.0,2670000000.0,,,,655.0494,,7.017543859649122,,97.87234042553192,2,56.57470562285792
CNP,CenterPoint Energy,Utilities,9357000000.0,4000000.0,,4192299.9,448.0388906700866,348.5027,68.96551724137932,32.25806451612904,,80.0,3,58.87374860956619
COF,Capital One,Financials,53434000000.0,,,,,243.5116,,48.57142857142858,,,1,48.57142857142858
COHR,Coherent Corp.,Information Technology,5810115000.0,3766793000.0,,,,292.9175,,31.88405797101449,,15.384615384615385,2,25.991399904443377
COIN,Coinbase,Financials,7181325000.0,,,,,210.982,,60.0,,,1,60.0
COO,Cooper Companies (The),Health Care,4092400000.0,1410300000.0,,,,178.4824,,82.45614035087719,,51.06382978723405,2,65.3330618616173
COP,ConocoPhillips,Energy,58944000000.0,22325000000.0,,1133099.9,19.223328922366992,348.5027,66.66666666666667,4.761904761904767,,70.0,3,58.53741496598639
COR,Cencora,Health Care,321332819000.0,309854280000.0,,,,292.9175,,45.614035087719294,,0.0,2,20.73365231259968
COST,Costco,Consumer Staples,275235000000.0,239886000000.0,,,,120.2561,,97.05882352941177,,9.375,2,35.67208046972239
CPAY,Corpay,Financials,4528403000.0,,,,,323.7885,,24.28571428571429,,,1,24.28571428571429
CPRT,Copart,Industrials,4646958000.0,,,,,348.5027,,28.205128205128204,,,1,28.205128205128204
