ticker,company,sector,sub_industry,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,dividends_paid_usd
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,,,,,1.0,1.0,3.0,,,1.0,3000000000.0,523000000.0
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,,,,,1.0,0.0,3.0,,,1.0,13074000000.0,747000000.0
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,,,,,1.0,1.0,3.0,,,1.0,42573000.0,99972000.0
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,1.0,0.0,3.0,9.0,10.0,0.0,703500000.0,283300000.0
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,,,,,1.0,1.0,3.0,,,1.0,,
TRMB,Trimble Inc.,Information Technology,Application Software,,,,,1.0,1.0,,,,0.0,100000000.0,
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,,1.0,limited,1.0,1.0,1.0,3.0,,,1.0,254400000.0,1121700000.0
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,,,,,1.0,0.0,3.0,,,1.0,958000000.0,908000000.0
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,,,,,1.0,1.0,5.0,9.0,10.0,0.0,594390000.0,449620000.0
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,,,,,1.0,1.0,,,,0.0,,
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,,,,,1.0,0.0,,10.0,16.0,1.0,,670000000.0
TT,Trane Technologies,Industrials,Building Products,,1.0,reasonable,,1.0,1.0,3.0,,,1.0,669300000.0,683700000.0
TTD,Trade Desk (The),Communication Services,Advertising,,,,,1.0,0.0,,,,1.0,646597000.0,
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,1.0,,,,1.0,0.0,3.0,,,1.0,0.0,
TXN,Texas Instruments,Information Technology,Semiconductors,,,,,1.0,0.0,,,,0.0,293000000.0,4557000000.0
TXT,Textron,Industrials,Aerospace & Defense,,,,,1.0,1.0,3.0,9.0,11.0,0.0,1168000000.0,16000000.0
TYL,Tyler Technologies,Information Technology,Application Software,,,,,1.0,1.0,3.0,,,1.0,0.0,
UAL,United Airlines Holdings,Industrials,Passenger Airlines,,1.0,reasonable,1.0,1.0,1.0,3.0,,,1.0,0.0,
UBER,Uber,Industrials,Passenger Ground Transportation,,,,,1.0,1.0,3.0,,,0.0,0.0,
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,1.0,1.0,,,1.0,1.0,3.0,7.0,8.0,1.0,25009000.0,539852000.0
UHS,Universal Health Services,Health Care,Health Care Facilities,,,,,1.0,1.0,,,,1.0,547363000.0,55480000.0
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,,,,,1.0,0.0,,,,1.0,995738000.0,
UNH,UnitedHealth Group,Health Care,Managed Health Care,,,,,1.0,0.0,3.0,,,1.0,8000000000.0,6761000000.0
UNP,Union Pacific Corporation,Industrials,Rail Transportation,,,,,1.0,1.0,3.0,,,1.0,705000000.0,3173000000.0
UPS,United Parcel Service,Industrials,Air Freight & Logistics,,1.0,,,1.0,0.0,3.0,,,1.0,2250000000.0,5372000000.0
URI,United Rentals,Industrials,Trading Companies & Distributors,,,,,1.0,1.0,3.0,9.0,11.0,1.0,1070000000.0,406000000.0
USB,U.S. Bancorp,Financials,Diversified Banks,,,,,1.0,1.0,3.0,,,1.0,62000000.0,2970000000.0
V,Visa Inc.,Financials,Transaction & Payment Processing Services,,,,,1.0,0.0,3.0,,,1.0,12101000000.0,3751000000.0
VEEV,Veeva Systems,Health Care,Health Care Technology,,1.0,,,1.0,0.0,,,,1.0,0.0,
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,,,,1.0,1.0,1.0,2.0,,,1.0,,1583840000.0
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,1.0,1.0,limited,,1.0,0.0,3.0,,,1.0,5136000000.0,1452000000.0
VLTO,Veralto,Industrials,Environmental & Facilities Services,1.0,,,,1.0,1.0,3.0,,,1.0,,0.0
VMC,Vulcan Materials Company,Materials,Construction Materials,,,,,1.0,1.0,3.0,11.0,13.0,1.0,200000000.0,228400000.0
VMRK,Vivmark Residential,Real Estate,Multi-Family Residential REITs,,,,,1.0,0.0,3.0,,,0.0,49105000.0,990148000.0
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,,,,,1.0,1.0,3.0,,,0.0,2762300000.0,196800000.0
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,,1.0,reasonable,,1.0,1.0,3.0,,,1.0,901400000.0,0.0
VRT,Vertiv,Industrials,Electrical Components & Equipment,,,,,1.0,0.0,3.0,,,0.0,0.0,9500000.0
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,,,,1.0,1.0,1.0,3.0,9.0,11.0,1.0,427600000.0,
VST,Vistra Corp.,Utilities,Electric Utilities,,,,1.0,1.0,1.0,3.0,,,0.0,1245000000.0,313000000.0
VTR,Ventas,Real Estate,Health Care REITs,,,,,1.0,1.0,3.0,,,1.0,,723559000.0
VTRS,Viatris,Health Care,Pharmaceuticals,,,,,1.0,0.0,3.0,,,1.0,250000000.0,
VZ,Verizon,Communication Services,Integrated Telecommunication Services,1.0,,,,1.0,1.0,3.0,9.0,11.0,0.0,,11025000000.0
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,1.0,,,,1.0,0.0,3.0,,,1.0,409000000.0,123000000.0
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,,,,,1.0,1.0,3.0,,,0.0,70277000.0,
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,,1.0,reasonable,,1.0,0.0,1.0,12.0,13.0,0.0,,
WDAY,"Workday, Inc.",Information Technology,Application Software,,,,,1.0,1.0,3.0,,,1.0,423000000.0,
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",,,,1.0,1.0,1.0,3.0,7.0,8.0,1.0,0.0,0.0
WEC,WEC Energy Group,Utilities,Electric Utilities,,1.0,reasonable,,1.0,0.0,3.0,11.0,12.0,1.0,16600000.0,984200000.0
WELL,Welltower,Real Estate,Health Care REITs,,,,,1.0,1.0,5.0,,,0.0,,1259676000.0
WFC,Wells Fargo,Financials,Diversified Banks,,,,,1.0,0.0,3.0,,,1.0,11851000000.0,4789000000.0
WM,Waste Management,Industrials,Environmental & Facilities Services,,,,,1.0,1.0,3.0,,,0.0,1302000000.0,1136000000.0
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,1.0,,,,1.0,1.0,1.0,9.0,11.0,1.0,130000000.0,2179000000.0
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,1.0,,,,1.0,1.0,1.0,,,1.0,2779000000.0,6140000000.0
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,,,,,1.0,1.0,3.0,,,1.0,537163000.0,501456000.0
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,,1.0,limited,,1.0,1.0,,7.0,8.0,0.0,313001000.0,232475000.0
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,,,,,1.0,1.0,3.0,10.0,11.0,1.0,438300000.0,57000000.0
WTW,Willis Towers Watson,Financials,Insurance Brokers,,,,,1.0,1.0,,,,1.0,1000000000.0,352000000.0
WY,Weyerhaeuser,Real Estate,Timber REITs,,,,,0.0,1.0,3.0,10.0,11.0,1.0,131000000.0,1216000000.0
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,,,,,1.0,1.0,3.0,8.0,9.0,0.0,212455000.0,84733000.0
XEL,Xcel Energy,Utilities,Multi-Utilities,,1.0,,,1.0,1.0,3.0,,,1.0,,1092000000.0
XOM,ExxonMobil,Energy,Integrated Oil & Gas,,,,,1.0,0.0,,12.0,13.0,1.0,17748000000.0,14941000000.0
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,5.0,,,1.0,25000000.0,299000000.0
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,,,,,1.0,0.0,,,,1.0,156812000.0,
YUM,Yum! Brands,Consumer Discretionary,Restaurants,,,,,1.0,1.0,3.0,,,1.0,50000000.0,678000000.0
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,,,,,1.0,1.0,3.0,,,1.0,692200000.0,200900000.0
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,,1.0,reasonable,,1.0,1.0,3.0,9.0,11.0,1.0,52000000.0,
ZTS,Zoetis,Health Care,Pharmaceuticals,,,,,1.0,0.0,3.0,,,1.0,1092000000.0,
